date,conso_moyenne_mw,conso_max_mw,conso_min_mw,eolien_moyen_mw,solaire_moyen_mw,nucleaire_moyen_mw,temp_france,annee,mois,jour_semaine,is_weekend,is_ferie,is_jour_ouvre,hdd,cdd
2018-04-23,45426.979166666664,52232.0,34659.0,1733.2916666666667,1240.4583333333333,42828.833333333336,15.211920103092783,2018,4,0,False,False,True,2.7880798969072167,0.0
2018-04-24,46849.895833333336,52915.0,37609.0,1424.1875,1911.3333333333333,43734.583333333336,15.20534793814433,2018,4,1,False,False,True,2.79465206185567,0.0
2018-04-25,47722.791666666664,54302.0,37573.0,4452.166666666667,1357.3541666666667,42949.020833333336,14.578157216494846,2018,4,2,False,False,True,3.421842783505154,0.0
2018-04-26,48564.666666666664,54827.0,39178.0,3458.4791666666665,1931.0,43502.208333333336,12.75517611683849,2018,4,3,False,False,True,5.24482388316151,0.0
2018-04-27,48608.0,54537.0,40115.0,4134.416666666667,1748.3125,44472.5,12.876073883161514,2018,4,4,False,False,True,5.123926116838486,0.0
2018-04-28,43579.395833333336,49549.0,37206.0,2668.25,1224.2916666666667,40200.604166666664,12.998969072164948,2018,4,5,True,False,False,5.0010309278350515,0.0
2018-04-29,42856.958333333336,49693.0,35754.0,3148.3958333333335,802.3333333333334,38029.791666666664,12.339733676975944,2018,4,6,True,False,False,5.6602663230240555,0.0
2018-04-30,50589.791666666664,58496.0,39362.0,6838.791666666667,1226.0,39733.479166666664,10.007431271477664,2018,4,0,False,False,True,7.992568728522336,0.0
2018-05-01,45796.416666666664,53432.0,41311.0,2068.75,1473.3125,36310.979166666664,9.721262886597938,2018,5,1,False,True,False,8.278737113402062,0.0
2018-05-02,52406.145833333336,59004.0,41690.0,3463.0,1666.6666666666667,43942.166666666664,11.271155498281788,2018,5,2,False,False,True,6.728844501718212,0.0
2018-05-03,51819.75,57693.0,43184.0,2901.2708333333335,1300.7916666666667,44986.875,12.336275773195878,2018,5,3,False,False,True,5.663724226804122,0.0
2018-05-04,50296.229166666664,56633.0,42707.0,4283.3125,1687.9791666666667,45631.354166666664,13.52399054982818,2018,5,4,False,False,True,4.476009450171819,0.0
2018-05-05,43742.479166666664,50508.0,38529.0,3682.8541666666665,1770.3541666666667,37935.333333333336,16.069566151202746,2018,5,5,True,False,False,1.9304338487972537,0.0
2018-05-06,39735.770833333336,46565.0,34143.0,1959.6041666666667,1949.2083333333333,35570.770833333336,18.055025773195872,2018,5,6,True,False,False,0.0,0.0
2018-05-07,44069.625,50825.0,34479.0,1413.5416666666667,1875.3958333333333,39016.833333333336,18.605949312714777,2018,5,0,False,False,True,0.0,0.0
2018-05-08,40798.4375,46719.0,34241.0,1577.0625,1533.8958333333333,39745.6875,17.80680841924399,2018,5,1,False,True,False,0.19319158075601095,0.0
2018-05-09,43940.208333333336,50460.0,34585.0,2339.1458333333335,1440.5625,39482.125,16.24991408934708,2018,5,2,False,False,True,1.7500859106529205,0.0
2018-05-10,41078.4375,46982.0,34809.0,2950.75,1547.375,39325.604166666664,14.125279209621993,2018,5,3,False,True,False,3.8747207903780065,0.0
2018-05-11,44139.770833333336,50062.0,36219.0,1452.4375,2118.7708333333335,40483.833333333336,14.44555412371134,2018,5,4,False,False,True,3.5544458762886606,0.0
2018-05-12,41895.125,48137.0,34652.0,1779.625,1018.3958333333334,40284.354166666664,14.834493127147764,2018,5,5,True,False,False,3.1655068728522355,0.0
2018-05-13,41563.625,48214.0,34693.0,2873.8541666666665,1098.4791666666667,37488.520833333336,10.598453608247423,2018,5,6,True,False,False,7.401546391752577,0.0
2018-05-14,50479.1875,58090.0,38358.0,5036.916666666667,818.5,43104.479166666664,11.291151202749141,2018,5,0,False,False,True,6.708848797250859,0.0
2018-05-15,51005.395833333336,57964.0,41372.0,3137.3541666666665,1361.5625,45183.354166666664,14.447873711340208,2018,5,1,False,False,True,3.5521262886597924,0.0
2018-05-16,49588.854166666664,55875.0,40131.0,3502.3541666666665,1573.1875,45039.145833333336,14.920146048109967,2018,5,2,False,False,True,3.0798539518900334,0.0
2018-05-17,49093.416666666664,55264.0,39822.0,3584.375,1531.8541666666667,44442.104166666664,14.6046176975945,2018,5,3,False,False,True,3.3953823024054994,0.0
2018-05-18,47877.75,54020.0,39465.0,2070.4375,2047.2083333333333,44878.604166666664,14.661469072164946,2018,5,4,False,False,True,3.3385309278350537,0.0
2018-05-19,42357.916666666664,48869.0,36804.0,2024.2708333333333,2051.9375,41042.666666666664,15.010395189003438,2018,5,5,True,False,False,2.9896048109965623,0.0
2018-05-20,39319.104166666664,46001.0,33748.0,1871.6041666666667,2039.7708333333333,36331.104166666664,15.856529209621993,2018,5,6,True,False,False,2.1434707903780073,0.0
2018-05-21,40704.604166666664,46889.0,33568.0,1179.8541666666667,1782.3125,36490.166666666664,17.244243986254297,2018,5,0,False,True,False,0.7557560137457031,0.0
2018-05-22,46571.729166666664,53619.0,35510.0,841.375,1655.5,41713.166666666664,17.37575171821306,2018,5,1,False,False,True,0.6242482817869401,0.0
2018-05-23,47044.791666666664,53784.0,37240.0,1121.1875,1765.2916666666667,43280.875,17.168041237113403,2018,5,2,False,False,True,0.8319587628865968,0.0
2018-05-24,47270.416666666664,53659.0,37532.0,491.25,1776.1666666666667,43984.833333333336,18.177469931271478,2018,5,3,False,False,True,0.0,0.0
2018-05-25,47193.3125,54100.0,37632.0,980.5833333333334,1533.1875,43462.5,18.79770189003436,2018,5,4,False,False,True,0.0,0.0
2018-05-26,41613.395833333336,48073.0,34895.0,2970.1041666666665,1541.375,37278.104166666664,20.327469931271477,2018,5,5,True,False,False,0.0,0.0
2018-05-27,38887.75,45227.0,31612.0,1723.5208333333333,1345.4166666666667,36129.875,20.30955756013746,2018,5,6,True,False,False,0.0,0.0
2018-05-28,45889.416666666664,53293.0,34366.0,1045.5208333333333,926.3541666666666,41829.166666666664,19.397444158075604,2018,5,0,False,False,True,0.0,0.0
2018-05-29,46763.708333333336,53336.0,36729.0,954.9583333333334,1373.625,42997.75,18.88515893470791,2018,5,1,False,False,True,0.0,0.0
2018-05-30,47341.291666666664,54055.0,36828.0,678.1041666666666,1253.3958333333333,42826.770833333336,18.854252577319585,2018,5,2,False,False,True,0.0,0.0
2018-05-31,47327.291666666664,53798.0,37225.0,805.5208333333334,1356.75,43109.8125,18.44001288659794,2018,5,3,False,False,True,0.0,0.0
2018-06-01,46714.458333333336,53670.0,36992.0,849.375,1719.9166666666667,42629.354166666664,18.282044673539517,2018,6,4,False,False,True,0.0,0.0
2018-06-02,41202.25,47370.0,34404.0,483.4375,1880.1666666666667,39089.604166666664,18.83051975945017,2018,6,5,True,False,False,0.0,0.0
2018-06-03,38488.75,44691.0,31423.0,1339.5625,1465.7708333333333,37268.229166666664,19.584342783505157,2018,6,6,True,False,False,0.0,0.0
2018-06-04,45924.625,53321.0,34258.0,1386.2083333333333,1418.5625,40569.104166666664,19.292762027491406,2018,6,0,False,False,True,0.0,0.0
2018-06-05,47087.729166666664,53946.0,36567.0,1726.3125,1234.6666666666667,41167.583333333336,18.799892611683852,2018,6,1,False,False,True,0.0,0.0
2018-06-06,47363.854166666664,54397.0,36795.0,1286.3333333333333,1259.5416666666667,41348.0625,18.657624570446735,2018,6,2,False,False,True,0.0,0.0
2018-06-07,47079.979166666664,53610.0,37069.0,436.2083333333333,1436.25,41558.520833333336,18.864926975945018,2018,6,3,False,False,True,0.0,0.0
2018-06-08,46708.958333333336,53740.0,37127.0,596.3125,1818.3958333333333,41838.270833333336,19.75012886597938,2018,6,4,False,False,True,0.0,0.0
2018-06-09,41659.708333333336,48016.0,34727.0,838.0,1729.1458333333333,39894.4375,20.333440721649485,2018,6,5,True,False,False,0.0,0.0
2018-06-10,39055.333333333336,45543.0,31468.0,794.3958333333334,1415.2916666666667,38179.270833333336,20.146842783505157,2018,6,6,True,False,False,0.0,0.0
2018-06-11,46230.020833333336,53661.0,34593.0,1780.4791666666667,987.2083333333334,40461.354166666664,19.100837628865982,2018,6,0,False,False,True,0.0,0.0
2018-06-12,46775.916666666664,53648.0,36933.0,2706.0833333333335,1385.5208333333333,41136.4375,17.727963917525773,2018,6,1,False,False,True,0.2720360824742265,0.0
2018-06-13,46552.6875,53298.0,36852.0,2338.0416666666665,1650.8125,40424.833333333336,16.78318298969072,2018,6,2,False,False,True,1.2168170103092812,0.0
2018-06-14,46978.125,53548.0,36934.0,2300.6041666666665,1845.1875,39814.625,16.957452749140895,2018,6,3,False,False,True,1.042547250859105,0.0
2018-06-15,46681.729166666664,53886.0,37078.0,1257.7083333333333,1551.2708333333333,40195.270833333336,17.948861683848797,2018,6,4,False,False,True,0.0511383161512029,0.0
2018-06-16,41294.0625,48055.0,34449.0,1606.2708333333333,1775.4166666666667,37114.604166666664,18.305047250859108,2018,6,5,True,False,False,0.0,0.0
2018-06-17,38432.270833333336,44965.0,31415.0,2303.7083333333335,1693.0625,34535.958333333336,17.989884020618554,2018,6,6,True,False,False,0.010115979381446039,0.0
2018-06-18,45616.625,53012.0,34196.0,2376.9375,1630.2083333333333,40884.729166666664,18.67603092783505,2018,6,0,False,False,True,0.0,0.0
2018-06-19,47419.020833333336,54276.0,36666.0,1200.2916666666667,2037.6666666666667,41403.229166666664,20.057667525773198,2018,6,1,False,False,True,0.0,0.0
2018-06-20,48333.875,55987.0,37079.0,857.8958333333334,2194.1041666666665,41344.3125,22.132753436426114,2018,6,2,False,False,True,0.0,0.0
2018-06-21,47887.145833333336,55069.0,37447.0,3332.0,1998.6458333333333,41070.979166666664,20.663036941580756,2018,6,3,False,False,True,0.0,0.0
2018-06-22,46238.958333333336,52978.0,37149.0,3736.8541666666665,2323.5,41400.729166666664,17.462027491408936,2018,6,4,False,False,True,0.5379725085910643,0.0
